,id,price,floor,max_floor,year,type,total_square,kitchen_square,living_square,planning,rooms,toilet,view,balcony,renovation,ceiling,elevator,parking,building,inside,court,additionally,source,consultant,name,address,description
376,2197324543,3500000,6.0,9.0,2007,Вторичка,48.0,12.0,25.0,изолированные,2 ,совмещенный,на улицу,балкон,косметический,2.8,nan1 cargo,открытая во дворе,панельный,,,,"

 Ксения
 
",Агентство,"2-к. квартира, 48 м², 6/9 эт.","Республика Хакасия, Абакан, ул. Кирова, 101","Квартира небольшая, но уютная, сделали перепланировку из 1 комнатной, центр города, вся в шаговой доступности. "
377,2204308203,3160000,14.0,16.0,2019,Вторичка,44.0,,,,1 ,,во двор,лоджия,,,,,монолитный,,,,"

 Ekat
 
",Частное лицо,"1-к. квартира, 44 м², 14/16 эт.","Республика Хакасия, Абакан, ул. Чертыгашева, 69",Под самоотделку.Свободная планировка.Шикарный вид из окна. 
378,2144935713,4750000,7.0,9.0,1989,Вторичка,89.0,,,изолированные,4 ,раздельный,"на улицу, во двор",балкон,косметический,,1 pass ,,панельный,,детская площадка,,"

 Елена
 
",Частное лицо,"4-к. квартира, 89 м², 7/9 эт.","Республика Хакасия, Абакан, Торговая ул., 38","Продаю 4х комнатную квартиру улучшенной планировки в отличном районе. Развитая инфраструктура. Рядом музыкальная школа, школа № 24, садики; места отдыха - Преображенский парк, Набережная, парк ""Кораблик""; магазины и рынок Северный; остановки рядом с домом. Отличный уютный двор, чистый подъезд, хорошие соседи. В собственности с момента сдачи дома.Изолированные комнаты с окнами на улицу и во двор. Два больших балкона, большая кухня. Максимально комфортная планировка.Просмотр по договоренности, торг. Собственник. "
379,2157809371,5500000,4.0,10.0,,Вторичка,78.4,8.8,,изолированные,4 ,совмещенный,"на улицу, во двор",балкон,,2.7,1 pass 0 cargo,открытая во дворе,панельный,,детская площадка,"мебель, бытовая техника, гардеробная","

 Татьяна
 
",Частное лицо,"4-к. квартира, 78,4 м², 4/10 эт.","Республика Хакасия, Абакан, ул. Кирова, 103","Продаем 4-х комнатную квартиру улучшенной планировки в центре г.Абакана. Отличный качественный ремонт, заменены батареи, вытянуты потолки, пластиковые окна, новые межкомнатные двери, хорошая входная дверь, застекленный и обшитый балкон. Совмещенный увеличенный санузел, в одной из спален имеется гардеробная. Возможна продажа с мебелью (кухонный гарнитур, шкафы, спальня для девочки и др.) и с техникой (стиральная машина, холодильник, встроенная кухонная мебель).В квартире интернет, кабельное телевидение, домофон, счетчики горячей и холодной воды. Подъезд чистый, спокойные семейные соседи, свободная парковка у подъезда, детская площадка.Рядом школа № 25, № 19, детский сады ""Василек"" и ""Дельфин"", магазины МиксСити, Власна, Пятерочка. В пешей доступности Сельскохозяйственый рынок. "
380,2157136363,3000000,7.0,7.0,2 кв. 2022 года,Новостройки,42.0,,,изолированные,1 ,совмещенный,во двор,лоджия,чистовая,,,,кирпичный,,,,"

 Светлана Дроздовская
 
",Частное лицо,"1-к. квартира, 42 м², 7/7 эт.","ул. Кирова, д. 179",Продам однокомнатную квартиру 
381,2149650490,5500000,2.0,2.0,1958,Вторичка,83.1,,,изолированные,4 ,раздельный,"на улицу, во двор",балкон,косметический,3.0,,открытая во дворе,кирпичный,,закрытая территория,,"

 Алексей
 
",Агентство,"4-к. квартира, 83,1 м², 2/2 эт.","Республика Хакасия, Абакан, ул. Тараса Шевченко, 84",Центр города АбаканЖилой комплекс Ленинград Настоящий кирпичный дом из советской историиПросторные жилые помещенияВысокие потолкиРаздельный санузелВ подъезде две квартирыПридомовая закрытая территорияПревосходное индивидуальное жилище 
382,2187203948,4750000,7.0,9.0,,Вторичка,89.0,,,,4 ,раздельный,"на улицу, во двор",балкон,косметический,,1 pass ,открытая во дворе,панельный,,"детская площадка, спортивная площадка","мебель, бытовая техника","

 Агентство недвижимости ЭВЕРЕСТ
 
",Агентство,"4-к. квартира, 89 м², 7/9 эт.","Республика Хакасия, Абакан, Торговая ул., 38","Срочно продам просторную четырехкомнатную квартиру в лучшем микрорайоне города! Потолок выровнен, полы линолеум. Санузел раздельный, выложен кафелем. Два застекленных балкона, откуда вечером можно наблюдать замечательный закат. Дом теплый, во дворе детская площадка и музыкальная школа №2, в двух минутах ходьбы дискаунтеры Пятерочка и Бристоль, в шаговой доступности Преображенский парк, Гимназия. Документы готовы к продаже, подойдёт любая форма расчета. Помогу оформить ипотеку под более низкий процент. Звоните в любое время! "
383,2185021570,890000,1.0,5.0,,Вторичка,15.0,,,,студия ,совмещенный,во двор,нет,,,,,панельный,,,,"

 Виктория
 
",Агентство,"Квартира-студия, 15 м², 1/5 эт.","Республика Хакасия, Абакан, Пирятинская ул., 25","Продам гостинку,  сделан ремонт, санузел в кафеле, чистая уютная. Батарея алюминивая, окно пвх, счетчики на свет, на воду в комнате. Хороший район, рядом остановка, магазины, 26 школа. "
384,1738630545,4200000,3.0,5.0,,Вторичка,62.4,,,,3 ,раздельный,во двор,балкон,косметический,2.6,0 pass 0 cargo,,панельный,,,,"

 Людмила
 
",Частное лицо,"3-к. квартира, 62,4 м², 3/5 эт.","Республика Хакасия, Абакан, пр-т Дружбы Народов, 13","Светлая, просторная трехкомнатная квартира в престижном районе города. Два балкона на обе стороны. Остановки рядом, удачное расположение дома от дороги. В шаговой доступности школа, детский сад, рынок, дворец молодёжи, храм, красивый парк для отдыха. Балконы не застекляны. Квартира без обременения. Собственник. Продажа через агенство. "
385,2079610473,5000000,3.0,5.0,1993,Вторичка,74.0,10.0,50.0,смежные,4 ,совмещенный,"на улицу, во двор",балкон,евро,2.7,0 pass ,,кирпичный,,"детская площадка, спортивная площадка","гардеробная, панорамные окна","

 Ксения
 
",Частное лицо,"4-к. квартира, 74 м², 3/5 эт.","Республика Хакасия, Абакан, ул. Володарского, 4","Квартира в идеальном состоянии!Ухоженная,тёплая,светлая!Два балкона оба застекленные!Большая ванная комната.Пол ламинат.Новые ботареи.Отличный двор!На площадке всего по две квартиры.Можно обмен на меньшую площадь в Абакане! "
386,2198085083,3500000,1.0,5.0,1996,Вторичка,51.6,8.9,30.7,изолированные,2 ,раздельный,на улицу,нет,косметический,2.5,0 pass 0 cargo,открытая во дворе,панельный,,детская площадка,мебель,"

 Жилфонд Абакан
 
",Агентство,"2-к. квартира, 51,6 м², 1/5 эт.","Республика Хакасия, Абакан, ул. Торосова, 26","Для семьи с детьми,желающей поменять свое жилье на просторную квартиру!   Федеральное агентство недвижимости ЖИЛФОНД предлагает уютную 2-х комнатную квартиру в одном из лучших районов города Абакана.Рядом есть все необходимое для комфортного проживания семьи и воспитания детей.Вокруг дома развитая инфраструктура:в шаговой доступности школа,детский сад,музыкальная школа,множество магазинов,аптека,отделение банка,салон красоты,Преображенский парк,собор,набережная,автобусная остановка.В квартире сделан косметический ремонт:санузел выложен кафелем,на полу ламинат,на стенах обои и декоративная штукатурка,окна пластиковые,качественные межкомнатные двери,надежная входная дверь.Обратите внимание на удачную планировку:комнаты не проходные,санузел раздельный.Приятным бонусом для покупателя-в подарок остается кухонный гарнитур.  Поможем в оформлении ипотеки по сниженной процентной ставке от банков-партнеров.  Сделки с АН ЖИЛФОНД выгодны и безопасны. Звоните,отвечу на все вопросы и организую просмотр. НАДЕЖНОЕ БУДУЩЕЕ-ВЛОЖЕНИЯ В СОБСТВЕННУЮ НЕДВИЖИМОСТЬ! "
387,2190651735,4800000,5.0,17.0,2021,Вторичка,84.0,11.0,,,3 ,раздельный,во двор,балкон,требует ремонта,2.8,2 pass ,открытая во дворе,монолитный,консьерж,детская площадка,,"

 Тамара
 
",Частное лицо,"3-к. квартира, 84 м², 5/17 эт.","Республика Хакасия, Абакан, ул. Маршала Жукова, 17","Продам в самом центре города Абакана Дом расположен на пересечении улиц Ленина и Жукова. Автобусная остановка у дома, школа и детский сад 2 минуты пешком. Окна в квартире выходят во двор. Ремонт от застройщика плюс сертификат на натяжные потолки в подарок. Дом сдан! Кухня 11 кВ.м, две Комнаты по 18 кВ.м, ванна 5кв.м, туалет 2,2кв.м, спальня 13 кВ.м., балкон 3 кВ.м. Звоните! Просмотр в любое время! "
388,2173588559,3600000,2.0,9.0,,Вторичка,65.0,6.0,,смежные,3 ,раздельный,,балкон,требует ремонта,,,,панельный,,,,"

 Иван Пахтаев
 
",Частное лицо,"3-к. квартира, 65 м², 2/9 эт.","Республика Хакасия, Абакан, ул. Некрасова, 25","Продам 3-комнатную квартиру, находится в районе с развитой инфраструктурой, рядом кинотеатр, торговый центр, квартира светлая  уютная , звоните только на номер который указан, сюда писать не нужно "
389,2091872166,2349000,5.0,5.0,,Вторичка,37.0,6.0,24.0,,2 ,совмещенный,на улицу,балкон,косметический,,,,панельный,газоснабжение,детская площадка,мебель,"

 Агентство недвижимости ЭВЕРЕСТ
 
",Агентство,"2-к. квартира, 37 м², 5/5 эт.","Республика Хакасия, Абакан, Пирятинская ул., 6","Продаётся замечательная 2 ух комнатная квартира с ремонтом в районе МПС.Окна ПВХ, балкон застеклен в пластике. Балкон тёплый. Частично потолки натяжные. На полу линолеум. Сан.узел в современном кафеле. Из мебели остаётся практически все, кроме бытовой техники. Рядом инфраструктура в шаговой доступности. Детские сады, школы, ЖД поликлиника , магазины. Документы готовы к сделке. Квартира без обременений. Любая форма оплаты. Помощь в одобрении ипотеки во всех банках под низкий процент!!! Звоните!!!! "
390,2186234733,2750000,6.0,9.0,2005,Вторичка,31.4,9.0,,изолированные,1 ,совмещенный,во двор,лоджия,косметический,,1 pass ,,панельный,,"детская площадка, спортивная площадка",мебель,"

 Александра
 
",Частное лицо,"1-к. квартира, 31,4 м², 6/9 эт.","Республика Хакасия, Абакан, ул. Торосова, 2/2",Собственик 
391,2130383721,3700000,4.0,9.0,1983,Вторичка,61.8,,,изолированные,3 ,,"на улицу, во двор",лоджия,,,4 pass 0 cargo,открытая во дворе,кирпичный,,детская площадка,,"

 Людмила
 
",Частное лицо,"3-к. квартира, 61,8 м², 4/9 эт.","Республика Хакасия, Абакан, пр-т Дружбы Народов, 1","Дом кирпичный, слышимость минимальная, комнаты на разные стороны.Квартира расположена на 4 этаже.Удобная планировка - нет проходных комнат. Очень теплая. Собственник! Срочно!!!!!!! "
392,2176586269,2930000,5.0,7.0,,Новостройки,41.7,,,,1 ,,,лоджия,чистовая,2.9,1 pass 1 cargo,,кирпичный,,,,"

 Собственник
 
",Агентство,"1-к. квартира, 41,7 м², 5/7 эт.","Республика Хакасия, Абакан, ул. Кирова, 179","Квартира в центре города. Сдача этой осенью. Полностью из кирпича, очень малое количест квартир на этаже. Собственник "
393,2117972500,2150000,2.0,3.0,,Вторичка,35.0,7.0,25.0,изолированные,1 ,совмещенный,на улицу,лоджия,косметический,2.5,0 pass 0 cargo,открытая во дворе,кирпичный,,"закрытая территория, детская площадка","мебель, бытовая техника, кондиционер, гардеробная","

 oleg
 
",Частное лицо,"1-к. квартира, 35 м², 2/3 эт.","Республика Хакасия, Абакан, микрорайон Верхняя Согра, Молодёжная ул., 6","Продам 1 комнатную кв. 2/3 кирпич, собственник,солнечная сторона, натяжные потолки.линолеум по всей квартире, остаются кондиционер, жалюзи,кухонный гарнитур, шкаф купе.Елена. "
394,2196863446,2750000,3.0,3.0,,Вторичка,49.0,7.7,,изолированные,2 ,раздельный,на улицу,балкон,требует ремонта,2.7,0 pass 0 cargo,открытая во дворе,кирпичный,,детская площадка,,"

 Анна
 
",Частное лицо,"2-к. квартира, 49 м², 3/3 эт.","Республика Хакасия, Абакан, ул. Баумана, 3","Продам 2х комнатную квартиру,в спальном районе города. В квартире требуется косметика. Окна ПВХ, балкон с остеклением. С/у(раздельный) кафель.В доме арендных квартир нет.Документы готовы к переоформлению на ваши права.Ключи на руках "
395,1954235101,4900000,1.0,5.0,,Вторичка,61.0,9.0,48.0,,3 ,,"на улицу, во двор",лоджия,,,,открытая во дворе,кирпичный,,"детская площадка, спортивная площадка",,"

 Спасенкова Елена
 
",Частное лицо,"3-к. квартира, 61 м², 1/5 эт.","Республика Хакасия, Абакан, Аскизская ул., 216А","Продам квартиру в мпс улучшенной планировки, ванна и туалет кафель, окна ПВХ, тихий район, подойдёт для проживания семье с детьми, садик и школа рядом, также рядом кинотеатр Ролби.Квартира очень тёплая, хорошие соседи, замечательный двор, рядом с домом парк ""Леопольд""!Торг! "
396,2134543269,5600000,6.0,9.0,2018,Вторичка,65.0,,,изолированные,2 ,раздельный,"на улицу, во двор",балкон,евро,270.0,1 pass ,открытая во дворе,монолитный,,детская площадка,мебель,"

 Татьяна Лебедева
 
",Частное лицо,"2-к. квартира, 65 м², 6/9 эт.","Республика Хакасия, Абакан, ул. Дзержинского, 187","Дом 2017 года постройки, застройщик МЖФ, перепланировка из двух в трёх,кухня-студия и две спальни, тёплая, качественный ремонт,полы ПВХ, частично остаётся мебель,кухонный гарнитур,посудомоечная машина, вытяжка, есть уютная сауна,печка-каменка, можно париться с веником,вмещяет трёх человек.В туалете гигиенический душ, подвесная раковина.Есть кондиционер. Рядом детская художественная школа, садик, школы, магазины, остановки. Окна на разные стороны дома, два балкона застекленных. Один собственник. "
397,1244290612,6500000,5.0,5.0,,Вторичка,82.0,13.2,60.0,изолированные,4 ,совмещенный,"на улицу, во двор",лоджия,евро,,,открытая во дворе,кирпичный,,"закрытая территория, детская площадка",мебель,"

 Игорь
 
",Частное лицо,"4-к. квартира, 82 м², 5/5 эт.","Республика Хакасия, Абакан, ул. Чехова, 52","Продам 4-х комнатную.Сделана перепланировка,узаконено.Частично с мебелью.Сделан евроремонт.Заходи и живи.Двор закрытый,тихий,центр.В стороне от дороги.Подробности по телефону. "
398,2094377682,2850000,3.0,5.0,2011,Вторичка,34.0,6.0,25.0,,1 ,совмещенный,во двор,лоджия,косметический,,,,кирпичный,,,"мебель, бытовая техника","

 АЛЕКСЕЙ
 
",Агентство,"1-к. квартира, 34 м², 3/5 эт.","Республика Хакасия, Абакан, Пирятинская ул., 19Г",ПРОДАЖА ОТ СОБСТВЕННИКА С 2011 г.     100% КИРПИЧ.   ОТЛИЧНЫЙ ВАРИАНТ ДЛЯ ПРОЖИВАНИЯ 1-2х ЧЕЛОВЕК. ОПЛАЧИВАЕМАЯ ПЛОЩАДЬ 37.1 кв.м. ЗА СЧЕТ ЛОДЖИИ S = 6.3 кв.м.   СОЛНЕЧНАЯ СТОРОНА ( ЮГО - ЗАПАД ).  ОКНА ВО ДВОР.   СРАВНИТЕЛЬНО НЕ ДОРОГИЕ КОММУНАЛЬНЫЕ ПЛАТЕЖИ. 
399,2118328945,2750000,5.0,5.0,1971,Вторичка,43.0,7.0,25.7,смежные,2 ,раздельный,во двор,балкон,,,,открытая во дворе,панельный,газоснабжение,детская площадка,,"

 ООО ""ПБ ""Глорис""
 
",Агентство,"2-к. квартира, 43 м², 5/5 эт.","Республика Хакасия, Абакан, ул. Комарова, 6","Двух комнатная квартира в «спальном» районе города Абакана. Преимущества вашей квартиры скромно выделяются на общем фоне рынка недвижимости Абакана. Цена и качество в сочетании со светом и прекрасным видом из окна, делают вашу квартиру еще более востребованной. В комнатах выполнен косметический ремонт. Санузел и кухня требует не больших вложений. В данной квартире есть уникальная возможность сделать ремонт и перепланировку по Вашим предпочтениям. За счет не несущих стен можно увеличить площадь кухни и гостиной. Сан узел раздельный. Балкон не остеклен. В квартире на данный момент ни кто не проживает и есть возможность заселиться сразу после сделки. Дом находится в втором микрорайоне. Буквально в шаговой доступности расположены все основные объекты инфраструктуры. Это Гимназия. Во дворе находятся 2 детских сада, таких как «Росинка» и «Светлячок». Преображенский парк отдыха с фонтанами, Дворец молодежи, где можно отдохнуть и провести свободное от работы время всей семьей. А также имеются гипермаркет Аллея, торговый центр Преображенский и рынок северный, Удобная транспортная развязка позволит быстро доехать до любого района. В подъезде всегда порядок. Обслуживающая компания тщательно следит за состоянием дома и выполняет свой функционал вовремя. Соседи приветливые, доброжелательные люди. Придомовая территория оборудована детской площадкой и парковочными местами. Квартира готова к сделки. Документы проверены юридическим отделом компании «ГЛОРИС». Собственник один. По данной квартире покупатель комиссию не платит, и получаете полное со-провождение по любой форме расчёта. "
400,2184965565,3100000,6.0,9.0,2021,Вторичка,47.0,,,,1 ,раздельный,"на улицу, во двор",лоджия,,,1 pass ,,кирпичный,,"детская площадка, спортивная площадка",,"

 РИЭЛТОРСКАЯ КОМПАНИЯ ""ЛИДЕР""
 
",Агентство,"1-к. квартира, 47 м², 6/9 эт.","Республика Хакасия, Абакан, ул. Некрасова, 33","Просторная однокомнатная квартира в молодом, развивающемся районе. Квартира на обе стороны,кухня на Некрасова а спальня во двор. "
401,2204950360,3000000,2.0,4.0,1967,Вторичка,43.9,,,изолированные,2 ,совмещенный,во двор,балкон,косметический,,0 pass 0 cargo,открытая во дворе,кирпичный,газоснабжение,детская площадка,мебель,"

 Этажи
 
",Агентство,"2-к. квартира, 43,9 м², 2/4 эт.","Республика Хакасия, Абакан, ул. Вяткина, 33","Компания ""Этажи"" предлагает Вашему вниманию уютную двухкомнатную квартиру в самом центре города. В квартире сделан хороший косметический ремонт, пол - ламинат, натяжные потолки, окна пластиковые, хорошие обои, батареи новые. Сан. узел совмещенный (в пластике). Была небольшая перепланировка. Зал с кухней объединены. Стоит электроплита. Дом на газу, но в квартире газ перекрыт (есть возможность вернуть газоснабжение). Приобретая недвижимость с компанией ""Этажи"", Вам гарантируется экономия вашего времени, а также чистота и безопасность сделки. Наши юристы и кредитные специалисты подберут оптимальный для Вас вариант ипотеки, помогут сэкономить на кредитной ставке, осуществят полное юридическое сопровождение сделки! Звоните! "
402,2166536680,3500000,5.0,5.0,2012,Вторичка,40.7,9.0,25.0,изолированные,1 ,совмещенный,во двор,лоджия,косметический,2.5,,открытая во дворе,кирпичный,,"детская площадка, спортивная площадка",мебель,"

 Жилфонд Абакан
 
",Агентство,"1-к. квартира, 40,7 м², 5/5 эт.","Республика Хакасия, Абакан, ул. Торосова, 15А","Хотите любоваться безупречным видом с лоджии? Квартира с прекрасным пейзажем по лучшей цене в самом прекрасном районе городе!  Федеральное Агентство Недвижимости ""ЖилФонд"" предлагает Вашему вниманию уютную однокомнатную квартиру расположенную в самом престижном районе города- возле Преображенского парка! Идеальное место для отдыха всей семьей. В 10 минутах ходьбы- парк ""Сады мечты"", Абаканский Дворец Молодежи, парк-сквер набережная, сквер ""Кораблик"". Все, чтобы организовать качественный досуг в свободное время.   Окна пластиковые выходят с видом на двор, большая вместительная лоджия. Санузел оформлен в кафель. Удобная планировка. Сделан косметический ремонт, квартира вложений не требует. При продаже квартиры остается вся мебель. Респектабельный дом : хорошо отапливаемый, 2012 года постройки, кирпичный, имеет домофон, внутри чисто, 1 лифт. Ухоженная территория: рядом с домом газон, аллеи и скамьи для отдыха, детская площадка для игр. Комфорт и удобства: в окрестности 4 школы и детские сады. Вблизи расположены супермаркеты, кондитерские, кафе, отделение Сбербанка, аптеки, тренажерный зал, дорожка для пробежки, стоматологический центр. Транспортный проезд без проблем. Федеральное Агентство Недвижимости ""ЖилФонд"" осуществит полное сопровождение регистрационных действий и гарантирует юридическую чистоту!   "
403,2155446065,1299999,1.0,2.0,,Вторичка,48.0,8.0,,изолированные,1 ,совмещенный,во двор,нет,косметический,2.9,,открытая во дворе,деревянный,,,,"

 АН ""Квадратный метр""
 
",Агентство,"1-к. квартира, 48 м², 1/2 эт.","Республика Хакасия, Абакан, Новая ул., 19","Однокомнатная квартира со свежим косметический ремонтом. Полы и стены утеплены, выровнены. Санузел совмещен. Отопление печное. Есть небольшая огороженная придомовая территория. Сарай. Запас дров. Подходит под все виды расчёта. Помощь в одобрении ипотеки. Звоните, с уважением Лилия "
404,2188908520,2500000,4.0,5.0,,Вторичка,43.9,,27.8,изолированные,2 ,раздельный,на улицу,балкон,требует ремонта,,,,панельный,,,,"

 Lisa Kalashnikova
 
",Частное лицо,"2-к. квартира, 43,9 м², 4/5 эт.","Республика Хакасия, Абакан, ул. Кати Перекрещенко, 16","Двухкомнатная квартира, требует ремонта Район Северного рынка, в пешей доступности магазины, рынок, остановка, ТЦ Альтаир, школа, детский сад Балкон на две комнатыОбщая площадь 43,9 мЖилая площадь 27,8На кухне установлены пластиковые окна В коридоре есть кладовка Собственник "
405,2155274486,2700000,1.0,5.0,1978,Вторичка,45.0,6.0,,изолированные,2 ,раздельный,во двор,нет,требует ремонта,,,открытая во дворе,панельный,,"детская площадка, спортивная площадка",,"

 Агентство недвижимости ЭВЕРЕСТ
 
",Агентство,"2-к. квартира, 45 м², 1/5 эт.","Республика Хакасия, Абакан, Северный пр., 9","Представляем вашему вниманию 2к квартиру на первом этаже в 4 мкр.! Квартира подготовлена под косметический ремонт!  Окна ПВХ. Заменена проводка. Потолок подготовлен под натяжные потолки. Комнаты изолированные. Санузел раздельный, новые трубы. Новая железная дверь. Кухня 6 кв.м, электроплита. Чистый подъезд, отличные соседи. Район с развитой инфраструктурой! В шаговой доступности детские сады, школа, автобусная остановка, рынок ""Северный"". "
406,2200194532,2231000,4.0,10.0,4 кв. 2021 года,Новостройки,33.2,,,,студия ,совмещенный,во двор,лоджия,черновая,,1 pass 1 cargo,открытая во дворе,монолитный,,"детская площадка, спортивная площадка",,"

 Иван
 
",Частное лицо,"Квартира-студия, 33,2 м², 4/10 эт.","ул. Стофато, д. 5Г","Собственник. Инвестиционная компания. Без оплаты услуг. В сентябре этого года подъезд будет сдан! Отличная студия практически полноценная однокомнатная квартира. Напротив торговый центр с кинотеатром и боулингом, в 100 метрах от дома буквально все- школа, детский сад, множество магазинов, дом культуры с огромным количеством секций. Рядом стадион. Вся инфраструктура! Спальный район- тихо, спокойно. Только наличный расчет. "
407,1781336774,3300000,1.0,5.0,1994,Вторичка,53.8,8.8,30.8,изолированные,2 ,раздельный,"на улицу, во двор",нет,косметический,2.7,0 pass 0 cargo,открытая во дворе,панельный,,"детская площадка, спортивная площадка",гардеробная,"

 Olga
 
",Частное лицо,"2-к. квартира, 53,8 м², 1/5 эт.","Республика Хакасия, Абакан, Северный пр., 31","Продам квартиру в городе Абакан, проезд Северный 31. Собственник. На две стороны. Окна ПВХ. 1 этаж. Панельный дом на живописной набережной дрены. Рядом сквер, детский сад, гипермаркеты.  Соседи отличные. Лучше не найдете, это ваш шанс.  Риэлторам и агентствам недвижимости не беспокоить. "
408,2195369199,2800000,4.0,6.0,2012,Вторичка,35.0,,,,1 ,совмещенный,во двор,балкон,евро,2.8,0 pass 0 cargo,открытая во дворе,кирпичный,,детская площадка,,"

 Наталья
 
",Частное лицо,"1-к. квартира, 35 м², 4/6 эт.","Республика Хакасия, Абакан, ул. Пушкина, 19","Однокомнатная квартира, с хорошим ремонтом, в кирпичном доме. Балкон застеклён. Дом тихий, теплый. В шаговой доступности магазины, аптеки, школа и детский сад. Продаю как собственник. "
409,2204665731,6265000,6.0,9.0,сдан,Новостройки,89.5,10.9,51.6,изолированные,3 ,раздельный,"на улицу, во двор",лоджия,чистовая,2.8,1 pass ,"подземная, за шлагбаумом во дворе",кирпичный,,"закрытая территория, детская площадка, спортивная площадка",,"

 АН ""УДАЧНЫЙ ДОМ""
 
",Агентство,"3-к. квартира, 89,5 м², 6/9 эт.","ул. Арбан, д. 2, корп. 1",Продам 3 комнатную квартиру в новом строящемся доме . Сдача дома 2 квартал 2022 года .ДОМ НОВОГО ПОКОЛЕНИЯ . такого еще не было ВЫ МОЖЕТЕ КУПИТЬ КВАРТИРУ С РЕМОНТОМ ВАШЕЙ МЕЧТЫ  и ВАМ помогут его создать НАШИ ДИЗАЙНЕРЫ . успейте КУПИТЬ квартиру СВОЕЙ МЕЧТЫ . 
410,1792229505,3000000,11.0,12.0,сдан,Новостройки,42.0,11.0,17.0,,1 ,совмещенный,,балкон,чистовая,,1 pass 1 cargo,,монолитный,,"закрытая территория, детская площадка, спортивная площадка",,"

 Дмитрий
 
",Частное лицо,"1-к. квартира, 42 м², 11/12 эт.","ул. Крылова, д. 48","Дом сдан!!! Пpoсторная oднокoмнатная квартиpa в пeрспeктивнoм paйoне с развитoй инфраструктуpoй по адресу Кpылoвa 48. Oт зacтройщика: остeклeн бaлкон, устaнoвлена сантехника, электрoобopудования, натяжнoй пoтолoк. Застройщик Мжф. 2 лифта. Все в шаговой доступности.Собственник. Сделан ремонт ванны под Кафель.В квартире остаётся кухонный гарнитур, плита, холодильник, кровать, стол, стулья "
411,2185003513,2950000,3.0,5.0,1974,Вторичка,44.0,,,изолированные,2 ,раздельный,во двор,лоджия,евро,,,открытая во дворе,панельный,,"закрытая территория, детская площадка, спортивная площадка","мебель, бытовая техника","

 РИЭЛТОРСКАЯ КОМПАНИЯ ""ЛИДЕР""
 
",Агентство,"2-к. квартира, 44 м², 3/5 эт.","Республика Хакасия, Абакан, Трудовая ул., 41","Продам квартиру с отличным ремонтом , окна выходят на обе стороны  Вся мебель и техника остаются ! Все вопросы по телефону! "
412,2185727420,3260000,4.0,5.0,1969,Вторичка,58.0,5.9,42.5,"смежные, изолированные",3 ,раздельный,"на улицу, во двор",балкон,косметический,2.5,0 pass 0 cargo,открытая во дворе,кирпичный,,детская площадка,,"

 РИЭЛТОРСКАЯ КОМПАНИЯ ""ЛИДЕР""
 
",Агентство,"3-к. квартира, 58 м², 4/5 эт.","Республика Хакасия, Абакан, ул. Кошурникова, 5А","Продам 3-х комнатную квартиру простой планировки.  Окна квартиры выходят на обе стороны дома. Дом расположен в глубине жилого массива (нет проездных улиц), соответственно нет шума и загазованности от дороги. В квартире косметический ремонт, все окна ПВХ, на полу линолеум, в комнатах натяжной потолок. Сан.узел раздельный, в ванной комнате есть место под стиральную машинку. В сан.узле кафель. Трубы заменены на полипропилен. Есть балкон, выходит во двор. Во дворе есть большая детская площадка. Чистый и ухоженный подъезд. Рядом с домом есть магазины, отделение Почты России в соседнем доме. Недалеко есть автобусная остановка и рынок. В шаговой доступности детский сад и школа. Один собственник. Помощь в получении и оформлении ипотеки по выгодной процентной ставке. Звоните, буду рад ответить на ваши вопросы. "
413,1926025953,3700000,1.0,2.0,1960,Вторичка,51.0,6.0,,изолированные,2 ,совмещенный,,нет,косметический,3.0,,,кирпичный,,,,"

 Елена
 
",Частное лицо,"2-к. квартира, 51 м², 1/2 эт.","Республика Хакасия, Абакан, ул. Маршала Жукова, 8","Есть разрешение Под Нежилое.На остановке УПК(10м),рядом Храм Константина и Елены,Автовокзал,Центральный рынок,Областная больница.Кирпичный дом.В этом же доме стоматология и парикмахерская. Можно делать любые перепланировки.  Высокие потолки h=2,85м,  В 2017 году был произведен кап.ремонт инженерных сетей.  Все окна ПВХ:2окна-торец дома,2окна-во двор выходят. Много парковочных мест По всей квартире натяжные потолки,обои.Если понравилась квартира звоните-договоримся о просмотре;Все формы расчета.Фотографии квартиры могу выслать по прозьбе. "
414,2173676942,1900000,1.0,5.0,1978,Вторичка,32.0,7.0,,изолированные,1 ,раздельный,на улицу,нет,требует ремонта,2.7,0 pass 0 cargo,,панельный,,,,"

 Этажи
 
",Агентство,"1-к. квартира, 32 м², 1/5 эт.","Республика Хакасия, Абакан, ул. Тельмана, 96","Продается однокомнатная квартира в тихом благоустроенном районе. Удобное расположение, во дворе детский сад, 500 метров школа, рядом детская поликлиника, прогулочная зона с фонтаном и детскими площадками. Есть чудесная возможность не переплачивать за ненужный ремонт, а сделать все изначально по своему вкусу. Приобретая недвижимость с компанией «Этажи» вы экономите свое время и деньги, так как получаете комплекс услуг сразу нескольких специалистов: риэлтора, юриста, ипотечного специалиста. При оформлении в нашей компании ипотеки вы можете сэкономить до 200 000 рублей. Полное юридическое сопровождение на всех этапах сделки является гарантией безопасности наших клиентов. "
