,lat,long,leisure_points_in_0.001,shop_points_in_0.001,amenity_points_in_0.001,crossing_points_in_0.001,natural_points_in_0.001,sport_points_in_0.001,building_points_in_0.001,historic_points_in_0.001,tourism_points_in_0.001,office_points_in_0.001,bus_points_in_0.001,healthcare_points_in_0.001,hotel_points_in_0.001,parking_points_in_0.001,catering_points_in_0.001,study_points_in_0.001
1309,53.7280252,91.41742579999999,4,0,10,0,0,0,6,0,0,0,0,0,0,8,0,0
1322,53.7277503,91.4190034,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0
1332,53.7295173,91.41606349999999,4,0,6,2,0,0,4,0,0,0,0,0,0,6,0,0
1336,53.73038649999999,91.4130812,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1366,53.7432933,91.4372023,2,4,4,0,0,0,20,0,0,0,0,0,0,2,0,0
1368,53.7166475,91.4011866,0,0,6,0,14,0,18,0,0,0,0,0,0,0,0,0
1369,53.7067908,91.4578667,1,0,0,0,16,0,28,0,0,0,0,0,0,0,0,0
1372,53.722243,91.367508,0,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0
1374,53.6929795,91.4330202,2,0,0,0,25,0,32,0,0,0,0,0,0,0,0,0
1375,53.7077627,91.45688,3,0,0,0,9,0,34,0,0,0,0,0,0,0,0,0
1376,53.7181738,91.377167,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
1378,53.7338548,91.4696846,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0
1379,53.73516679999999,91.4693863,0,0,2,0,0,0,32,0,0,0,0,0,0,0,0,0
1381,53.7300158,91.4262454,0,0,2,0,1,0,18,0,0,1,0,0,0,0,0,2
1382,53.734952,91.47048199999999,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
1384,53.716083,91.40892579999999,1,0,0,0,22,0,28,0,0,4,0,0,0,0,0,0
1386,53.6973439,91.4306014,0,0,0,0,5,0,70,0,0,0,0,0,0,0,0,0
1387,53.69293440000001,91.4268091,1,0,0,0,3,0,38,0,0,0,0,0,0,0,0,0
1392,53.69389049999999,91.4335337,2,0,0,0,29,0,38,0,0,0,0,0,0,0,0,0
1393,53.7006318,91.42444789999999,0,0,0,0,4,0,70,0,0,0,0,0,0,0,0,0
1394,53.7069599,91.4551769,1,0,0,0,11,0,28,0,0,0,0,0,0,0,0,0
1398,53.7166139,91.43712599999999,4,1,2,0,17,0,26,0,0,0,1,0,0,0,0,2
1400,53.7441124,91.438209,3,4,8,0,6,0,18,0,0,1,0,0,0,8,0,0
1401,53.69759639999999,91.50000159999999,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0
1403,53.69965269999999,91.4973454,0,0,2,1,2,0,12,0,0,0,0,0,0,2,0,0
1404,53.7437243,91.4396573,1,2,6,0,3,0,78,0,0,1,0,0,0,4,0,0
1406,53.6993665,91.4976473,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0
1408,53.6988999,91.4979034,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0
1411,53.7448895,91.43702499999999,2,0,0,0,3,0,30,0,0,0,0,0,0,0,0,0
1413,53.7183749,91.4767847,5,0,6,0,8,0,6,0,0,0,0,0,0,6,0,0
1415,53.6998439,91.4968562,0,0,2,1,2,0,14,0,0,0,0,0,0,2,0,0
1416,53.7239789,91.4233539,0,4,10,5,2,0,10,0,0,0,0,0,0,10,0,0
1417,53.6991672,91.496816,0,0,2,1,7,0,12,0,0,0,0,0,0,2,0,0
1418,53.6997849,91.4029363,5,4,5,1,17,1,6,1,0,0,0,0,0,2,0,2
1419,53.7310248,91.4390933,1,2,5,0,8,0,27,0,0,0,0,0,0,0,0,4
1421,53.69887629999999,91.4043279,0,3,3,8,6,0,6,0,0,0,0,0,0,2,0,0
1423,53.7075162,91.3636634,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
1427,53.7048181,91.40501429999999,1,2,2,0,24,0,24,0,0,0,1,0,0,2,0,0
1438,53.7259513,91.4558491,2,0,4,4,20,0,20,0,0,0,0,1,0,2,0,0
1442,53.7141771,91.4072071,4,0,2,0,26,2,22,0,0,0,0,0,0,2,0,0
1444,53.7032717,91.4019265,5,4,5,2,11,2,8,0,0,0,0,0,0,0,0,2
1448,53.7173202,91.4188557,4,0,0,0,5,2,18,0,0,0,0,0,0,0,0,0
1451,53.7208172,91.4583038,2,1,6,2,10,0,14,0,0,0,0,0,0,4,0,0
1452,53.71751159999999,91.4509384,0,2,4,0,18,0,20,0,0,2,0,0,0,0,1,3
1457,53.6930649,91.42870479999999,2,0,1,0,14,0,48,0,0,0,0,0,0,1,0,0
1458,53.7185716,91.4548173,2,6,4,4,16,0,20,0,0,0,0,0,0,0,2,0
1464,53.7172614,91.478828,0,5,8,2,18,0,16,0,0,0,0,1,0,6,0,0
1465,53.71625,91.42940139999999,0,0,3,1,8,0,30,0,0,0,2,0,0,0,0,0
1469,53.6972602,91.4042802,6,0,1,0,5,2,18,0,0,0,0,0,0,1,0,0
1480,53.6928873,91.4276707,2,0,1,0,5,0,42,0,0,0,0,0,0,1,0,0
1485,53.7169478,91.4200079,8,0,2,0,15,2,22,0,0,0,0,0,0,0,0,2
1488,53.7172156,91.4407713,6,1,4,2,26,2,6,0,0,0,0,0,0,0,0,4
1492,53.7438973,91.43172849999999,2,2,4,0,11,0,36,0,0,0,0,1,0,0,0,2
1495,53.717721,91.42715869999999,4,0,4,0,0,0,18,0,0,0,0,0,0,0,0,4
1496,53.7377246,91.4181115,0,0,10,2,19,0,12,0,0,0,0,0,0,6,0,2
1497,53.7120048,91.4620825,2,0,4,0,6,0,26,0,0,0,0,0,0,0,0,4
1499,53.7296491,91.4285724,0,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0
1500,53.7021065,91.4001352,1,1,7,2,9,0,15,0,0,0,0,0,0,6,0,0
1501,53.71237989999999,91.4632728,0,2,2,1,6,0,20,0,0,0,0,0,0,2,0,0
1502,53.72974499999999,91.429419,0,1,0,1,4,0,20,0,0,0,0,0,0,0,0,0
1504,53.7305767,91.4297252,0,1,2,2,3,0,18,0,0,0,0,0,0,2,0,0
1516,53.71524580000001,91.42119300000002,4,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0
1519,53.7441586,91.43730959999999,2,3,2,0,3,0,20,0,0,0,0,0,0,2,0,0
1520,53.69821049999999,91.39850249999999,2,0,4,0,5,0,22,0,0,0,0,0,0,2,0,2
1524,53.7440544,91.43135910000001,4,1,4,0,12,2,38,0,0,0,0,1,0,0,0,2
1529,53.7147514,91.4277352,2,0,0,0,4,0,24,0,0,0,0,0,0,0,0,0
1540,53.7191292,91.45423790000001,2,0,1,0,14,0,34,0,0,0,0,0,0,0,1,0
1543,53.7027224,91.40561489999999,2,0,0,0,6,2,26,0,0,0,0,0,0,0,0,0
1546,53.69613099999999,91.40469200000001,2,0,4,0,8,2,18,0,0,0,0,0,0,0,0,2
1548,53.70207629999999,91.40617879999999,0,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0
1551,53.7341638,91.4408488,4,0,2,4,14,0,20,0,0,0,1,0,0,0,0,2
1555,53.7261002,91.4516414,7,0,2,0,10,7,20,0,0,0,0,0,0,2,0,0
1558,53.70122629999999,91.3968939,2,0,8,2,14,0,18,0,0,0,0,0,0,8,0,0
1565,53.7160953,91.41902019999999,2,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0
1566,53.7070478,91.4576992,1,0,0,0,16,0,34,0,0,0,0,0,0,0,0,0
1567,53.7253591,91.44606780000001,2,0,2,7,21,0,30,0,0,0,0,1,0,0,1,0
1569,53.7216877,91.4651106,0,0,0,0,2,0,42,0,0,0,0,0,0,0,0,0
1570,53.7208096,91.41069329999999,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0
1576,53.7462939,91.42587069999999,4,0,0,0,17,1,12,0,0,0,0,0,0,0,0,0
1577,53.7273968,91.46234299999999,0,0,0,0,7,0,22,0,0,0,0,0,0,0,0,0
1586,53.6988609,91.3978788,1,0,4,0,0,0,10,0,0,0,0,0,0,0,0,4
1587,53.7242057,91.4366979,4,0,7,2,35,0,16,0,0,0,0,0,0,4,0,2
1588,53.71975080000001,91.43427559999999,18,0,1,3,26,2,18,0,0,0,0,0,0,0,1,0
1589,53.7195701,91.4657811,2,1,2,0,4,0,16,0,0,0,0,0,0,0,0,2
1591,53.7187487,91.47503019999999,11,0,7,0,2,0,12,1,0,0,0,0,0,5,0,0
1594,53.7025765,91.40341869999999,0,3,5,2,12,0,18,0,0,0,0,0,0,2,0,2
1599,53.72522859999999,91.4447036,2,0,4,2,17,0,26,0,0,0,0,0,0,2,0,2
1603,53.716313,91.4097298,2,1,0,0,30,0,34,0,0,0,0,0,0,0,0,0
1606,53.71534519999999,91.40789219999999,3,0,0,0,44,0,20,0,0,4,0,0,0,0,0,0
1608,53.72157199999999,91.4589563,4,1,12,0,14,0,16,0,0,0,0,0,0,4,0,2
1610,53.71559080000001,91.4313576,8,0,1,8,11,2,14,0,0,0,0,0,0,0,0,0
1613,53.7300609,91.4419844,8,1,6,0,10,0,12,0,0,0,0,0,0,6,0,0
1614,53.7444897,91.4295106,2,3,5,0,17,2,24,0,0,0,0,1,0,0,0,4
1615,53.6988298,91.40505970000001,1,0,5,8,7,0,6,0,0,0,0,0,0,2,0,2
1616,53.729412,91.43257899999999,3,0,1,0,4,2,10,0,0,0,0,0,0,0,0,1
1619,53.7261271,91.44252619999999,4,0,2,0,9,0,16,0,1,0,0,0,0,0,0,2
1622,53.73178,91.42802239999999,6,2,3,2,6,0,10,0,0,0,1,0,0,0,0,2
1623,53.714866,91.417232,4,0,4,0,13,0,16,0,0,0,0,0,0,0,0,0
1626,53.7276769,91.42463699999999,8,0,0,0,0,2,32,0,0,1,0,0,0,0,0,0
1628,53.71804330000001,91.4740806,18,0,5,2,6,0,20,0,0,0,0,0,0,1,0,2
1629,53.7240252,91.4263466,0,0,0,0,5,0,30,0,0,0,0,0,0,0,0,0
1632,53.7260558,91.45547069999999,0,0,4,4,19,0,22,0,0,0,0,1,0,2,0,0
1633,53.71464539999999,91.414638,2,0,0,1,19,0,16,0,0,0,0,0,0,0,0,0
1635,53.7428603,91.4241352,2,0,0,2,24,2,14,0,0,0,0,0,0,0,0,0
1636,53.7450919,91.4336142,2,0,8,0,15,2,26,0,0,0,0,0,0,0,0,8
1637,53.7184936,91.4612406,0,1,2,1,22,0,24,0,0,0,1,0,0,0,0,2
1638,53.7142917,91.46549019999999,0,3,2,0,2,0,18,0,0,0,0,0,0,0,0,2
1639,53.7222532,91.4586866,4,1,8,0,13,0,26,0,0,0,0,0,0,4,0,2
1644,53.70419,91.40309409999999,1,1,0,2,10,0,18,0,0,0,0,0,0,0,0,0
1648,53.70093499999999,91.39887929999999,0,0,8,0,6,0,28,0,0,0,0,0,0,4,0,4
1653,53.73860879999999,91.4207677,5,0,2,7,0,4,8,0,0,0,0,0,0,2,0,0
1662,53.739707,91.4237923,1,0,2,1,2,0,14,0,0,0,0,0,0,0,0,2
1668,53.71445019999999,91.4662274,0,1,0,0,0,0,24,0,0,0,0,0,0,0,0,0
1670,53.7274042,91.42919859999999,0,0,4,1,1,0,18,0,0,0,0,0,0,2,1,0
1672,53.7296515,91.44254939999999,12,1,3,0,6,0,20,0,0,0,0,0,0,2,0,0
1676,53.69678829999999,91.40576949999999,4,0,0,3,2,2,16,0,0,0,0,0,0,0,0,0
1677,53.71848439999999,91.4535078,0,0,4,2,10,0,26,0,2,0,0,0,2,0,0,2
1681,53.738322,91.42102500000001,5,0,4,6,0,4,10,0,0,0,0,0,0,2,0,2
1682,53.73029349999999,91.4405505,1,5,8,4,10,0,20,0,0,0,0,0,0,2,0,2
1694,53.7300161,91.42508579999999,0,0,0,0,1,0,20,0,0,1,0,0,0,0,0,0
1700,53.7277274,91.4314789,0,0,2,0,1,0,22,0,0,0,0,0,0,0,0,0
1702,53.7341059,91.4398209,2,2,0,4,8,0,14,0,1,1,1,0,0,0,0,0
1713,53.7268936,91.4255613,4,0,6,0,0,0,16,0,0,1,0,0,0,4,0,2
1723,53.71418329999999,91.40641169999999,3,0,2,0,10,0,14,0,0,0,0,0,0,2,0,0
1728,53.72119439999999,91.42690669999999,7,0,5,0,2,3,21,0,0,0,0,0,0,0,0,5
1747,53.6976809,91.3982097,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
1750,53.7159355,91.4273458,4,1,2,1,10,2,14,0,0,0,0,0,0,2,0,0
1752,53.74623099999999,91.4240303,3,0,2,0,1,0,8,0,0,0,0,0,0,0,0,2
1753,53.71863279999999,91.4237582,4,3,10,4,11,2,12,0,0,1,0,1,0,4,0,4
1755,53.7182036,91.4502072,6,1,3,0,16,0,12,0,0,1,0,0,0,0,0,3
1756,53.72519879999999,91.4435482,0,0,7,7,19,0,14,0,0,0,0,0,0,2,3,2
1759,53.7183994,91.459983,0,0,2,1,14,0,16,0,0,0,2,0,0,0,0,2
1762,53.7139819,91.4658496,0,3,2,0,2,0,18,0,0,0,0,0,0,0,0,2
1765,53.7435341,91.4385626,3,4,2,0,0,0,18,0,0,1,0,0,0,2,0,0
1768,53.738493,91.417959,0,0,2,0,1,0,10,0,0,0,0,0,0,0,0,2
1771,53.7257691,91.448262,2,0,6,0,15,2,22,0,0,1,0,0,0,2,1,0
1779,53.7326012,91.441183,2,0,3,2,10,0,24,0,0,0,1,0,0,0,0,2
1784,53.7462714,91.4198454,6,2,7,0,8,1,18,0,0,0,0,0,0,6,0,0
1786,53.7179888,91.4478877,0,1,3,3,29,0,30,0,0,0,0,0,0,0,0,3
1787,53.74416739999999,91.42874789999999,2,3,3,0,19,0,22,0,0,0,0,1,0,0,0,2
1794,53.6998105,91.39360169999999,0,0,2,0,2,0,10,0,0,0,0,0,0,0,0,2
1804,53.7184797,91.4127594,4,0,0,0,6,0,24,0,0,0,0,0,0,0,0,0
1806,53.7436168,91.4369771,2,4,3,1,1,0,18,0,0,1,0,0,0,2,0,0
1810,53.71811719999999,91.4573436,0,3,3,3,14,0,24,0,0,0,0,0,0,0,1,0
1813,53.7001645,91.39781889999999,2,0,16,0,20,0,18,0,0,0,0,0,0,10,0,6
1815,53.723844,91.436177,2,0,5,2,37,0,30,0,0,0,0,0,0,0,0,4
1816,53.7290416,91.44237679999999,6,1,0,0,10,0,14,0,0,0,0,0,0,0,0,0
1820,53.7286315,91.44280169999999,10,1,2,0,4,2,22,0,0,0,1,0,0,2,0,0
1824,53.725175,91.4421861,8,1,2,5,28,0,18,0,1,0,0,0,0,0,0,2
1828,53.7190526,91.4359726,8,0,6,0,19,2,22,0,0,0,0,0,0,4,0,2
1836,53.71666339999999,91.4349919,2,0,4,4,17,0,18,0,0,0,0,1,0,2,0,0
1838,53.72458169999999,91.4454198,4,0,1,2,9,2,24,0,0,0,0,1,0,0,0,0
1841,53.7161635,91.4224234,2,0,2,0,24,0,24,0,0,0,0,0,0,0,0,2
1844,53.7214676,91.4675225,6,1,3,0,2,0,22,0,0,0,0,0,0,0,0,2
1856,53.700128,91.404067,0,2,0,0,8,0,4,0,0,0,0,0,0,0,0,0
1859,53.730933,91.4416988,9,2,6,8,12,1,10,0,0,0,0,0,0,6,0,0
1866,53.7270346,91.4416971,2,1,3,5,4,0,12,0,0,1,1,0,0,1,0,2
1876,53.71625359999999,91.43131450000001,8,0,1,8,11,0,14,0,0,0,0,0,0,0,0,0
1877,53.7161015,91.4365753,0,1,2,0,17,0,26,0,0,0,0,0,0,0,0,2
1882,53.7203326,91.43522399999999,12,0,0,1,22,2,18,0,0,0,0,0,0,0,0,0
1884,53.73753,91.4215363,3,0,2,0,0,2,16,0,0,0,0,0,0,0,0,2
1887,53.73804,91.419366,0,0,4,2,0,0,12,0,0,0,0,0,0,4,0,0
1893,53.717147,91.44647909999999,0,0,4,0,16,0,18,0,0,1,0,0,0,0,0,4
1895,53.7230818,91.4249657,0,0,4,3,8,0,18,0,0,0,0,0,0,4,0,0
1907,53.735133,91.4181444,1,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0
1908,53.7450495,91.42697849999999,3,0,2,2,14,2,28,0,0,0,0,0,0,0,0,2
1911,53.7412998,91.4234927,0,0,2,1,4,0,6,0,0,0,1,0,0,2,0,0
1912,53.7426673,91.4380797,2,1,4,0,2,2,16,0,0,0,0,0,0,0,0,2
1913,53.722822,91.44406699999999,4,0,3,6,28,0,20,0,0,1,1,0,0,0,0,0
1919,53.7158495,91.42030690000001,6,0,0,0,17,0,14,0,0,0,0,0,0,0,0,0
1920,53.7009699,91.4017496,4,0,4,1,10,1,20,1,0,0,0,0,0,2,0,2
1932,53.74070769999999,91.42140719999999,3,0,11,0,2,0,14,0,0,0,0,0,0,6,3,0
1947,53.731454,91.441847,5,2,5,6,6,1,20,0,0,0,0,0,0,4,0,0
1951,53.7407106,91.4241534,3,0,2,2,3,2,8,0,0,0,1,0,0,0,0,2
1952,53.7176999,91.44457829999999,3,1,1,0,19,3,22,0,0,0,1,0,0,0,0,0
1954,53.746109,91.433154,4,0,3,0,11,2,9,0,0,0,0,0,0,0,0,3
1957,53.7304794,91.4363149,2,1,8,3,2,0,10,0,0,0,0,0,0,2,0,2
1959,53.7460748,91.430044,4,0,3,0,8,2,11,0,0,0,0,0,0,0,0,3
1964,53.724815,91.43627599999999,2,0,10,2,18,0,20,0,0,0,0,0,0,4,0,4
1965,53.728632,91.439819,10,3,12,0,0,2,54,0,0,0,0,0,0,10,0,0
1968,53.7192883,91.4615629,0,1,1,0,18,0,30,0,0,0,1,0,0,0,0,0
1972,53.719579,91.426689,6,4,8,0,3,6,20,0,0,2,0,0,0,0,0,3
1984,53.725381,91.4376149,6,0,6,0,6,0,20,0,0,0,0,1,0,4,0,0
1990,53.7192144,91.4600445,0,0,2,1,20,0,18,0,0,0,2,0,0,0,0,0
1999,53.72858,91.44341209999999,10,1,2,0,6,5,24,0,0,0,0,0,0,2,0,0
2001,53.7195118,91.4617408,0,1,1,0,16,0,34,0,0,0,0,0,0,0,0,0
2002,53.7294231,91.44773230000001,2,0,1,0,0,0,42,0,0,0,0,0,0,0,0,0
2011,53.6982115,91.4017133,4,2,0,0,0,1,8,0,0,0,0,0,0,0,0,0
2025,53.7237152,91.4437367,2,0,3,0,27,2,22,0,0,1,2,0,0,0,3,0
2035,53.7189164,91.4498148,9,0,1,0,25,0,14,0,0,0,0,0,0,0,0,0
2041,53.7180188,91.4484792,4,1,2,6,31,0,26,0,0,0,0,0,0,0,0,2
2042,53.7245658,91.44355949999999,0,0,3,7,28,0,14,0,0,0,0,0,0,0,3,0
2046,53.7193104,91.46098630000002,0,0,0,1,20,0,34,0,0,0,2,0,0,0,0,0
2047,53.72272839999999,91.42243710000001,4,2,4,2,3,2,16,0,0,0,0,0,0,4,0,0
2050,53.71656189999999,91.41921789999999,4,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0
2054,53.74510429999999,91.4261148,1,0,0,2,31,0,20,0,0,0,0,0,0,0,0,0
2070,53.7169939,91.4501877,0,1,0,0,12,0,24,0,0,1,0,0,0,0,0,0
2091,53.74612699999999,91.427526,7,0,2,0,3,4,18,0,0,0,1,0,0,0,0,2
2093,53.7299715,91.44771449999999,2,0,1,0,0,0,36,0,0,0,0,0,0,0,0,0
2098,53.735896,91.419223,6,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0
2106,53.7439074,91.42697079999999,2,1,4,5,13,0,22,0,0,0,1,0,0,2,0,2
2117,53.698249,91.4040113,0,3,0,8,4,0,12,0,0,0,0,0,0,0,0,0
2123,53.730006,91.432546,1,0,4,0,2,0,16,0,0,0,0,0,0,2,0,1
2127,53.7374434,91.4173282,4,0,8,0,49,0,14,0,0,0,0,0,0,4,0,2
2130,53.744003,91.4260573,3,0,2,3,15,0,18,0,0,0,0,0,0,2,0,0
2159,53.7444632,91.42478,2,0,2,0,29,0,18,0,0,0,0,0,0,0,0,2
2172,53.7244198,91.43501429999999,3,0,4,0,17,2,20,0,0,0,0,0,0,0,0,4
2177,53.7165838,91.4681945,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0
2191,53.7311291,91.4289577,4,1,0,2,7,0,10,0,0,0,1,0,0,0,0,0
2192,53.72823709999999,91.4409211,1,3,5,0,4,0,18,0,0,1,1,0,0,5,0,0
2198,53.7144689,91.42893839999999,2,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0
2200,53.7237181,91.4426443,9,2,2,1,25,0,24,0,2,0,1,0,2,0,0,2
2210,53.7464533,91.4297832,2,0,3,0,9,0,13,0,0,0,0,0,0,0,0,3
2221,53.700261,91.395325,1,0,7,0,12,0,16,0,0,0,0,0,0,7,0,0
2234,53.7369818,91.4495464,0,0,6,0,0,0,22,0,0,0,0,0,0,2,0,0
2236,53.6986281,91.4005681,7,0,7,0,2,1,10,1,0,0,0,0,0,4,1,2
2241,53.6985092,91.38984789999999,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
2243,53.70087119999999,91.4043497,0,2,0,0,2,0,12,0,0,0,0,0,0,0,0,0
2254,53.71929189999999,91.4236316,2,4,6,3,9,2,12,0,0,1,0,1,0,4,0,0
2255,53.7305022,91.4422883,10,0,4,0,6,0,16,0,0,0,0,0,0,4,0,0
2268,53.7286701,91.43249949999999,2,0,0,0,3,2,14,0,0,0,0,0,0,0,0,0
2279,53.7199007,91.4359152,10,0,4,1,28,2,22,0,0,0,0,0,0,4,0,0
2282,53.7142567,91.4116621,3,0,0,0,23,0,24,0,0,0,0,0,0,0,0,0
2328,53.72806869999999,91.4331821,6,0,6,0,9,2,24,0,0,0,0,0,0,4,0,0
2334,53.69694459999999,91.4032865,4,0,5,0,3,0,26,0,0,0,0,0,0,1,0,2
2359,53.7205664,91.4372539,10,1,3,0,20,2,18,0,0,0,0,0,0,0,3,0
2367,53.7155879,91.4351787,0,0,3,2,8,0,20,0,0,0,0,1,0,2,0,0
2370,53.73215399999999,91.427273,11,2,3,3,7,1,12,0,0,0,0,0,0,0,0,2
2372,53.7218025,91.4609074,0,0,5,0,16,0,26,0,0,0,0,0,0,0,0,2
2389,53.71763559999999,91.44431089999999,3,1,1,0,19,3,24,0,0,0,1,0,0,0,0,0
2407,53.7173654,91.4282362,0,0,6,0,2,0,22,0,0,0,0,0,0,2,0,4
2408,53.743202,91.415837,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
2413,53.7162644,91.421042,8,0,2,0,16,0,14,0,0,0,0,0,0,0,0,2
2419,53.7248448,91.44056139999999,8,1,2,0,38,0,22,0,0,0,0,0,0,0,0,2
2420,53.7222143,91.4266541,8,0,2,0,5,0,22,0,0,0,0,0,0,0,0,2
2421,53.7461215,91.4174764,5,0,2,3,7,0,10,0,0,0,1,0,0,2,0,0
2429,53.7194465,91.4637107,2,1,3,2,14,0,18,0,0,0,0,1,0,0,0,0
2441,53.71780889999999,91.44099179999999,4,1,5,2,26,2,16,0,0,0,0,0,0,0,0,4
2443,53.7180356,91.4217459,7,1,3,0,45,0,8,0,0,0,0,0,0,0,1,2
2445,53.7448888,91.4377177,2,0,6,0,7,0,24,0,0,0,0,0,0,6,0,0
2447,53.7173172,91.4633175,0,2,0,0,27,0,34,0,0,0,0,0,0,0,0,0
2455,53.7220275,91.4334516,8,0,3,4,11,0,16,0,0,0,0,1,0,0,0,0
2456,53.73553,91.43614400000001,2,0,2,0,15,0,9,0,1,1,0,0,0,2,0,0
2457,53.716867,91.42739449999999,8,1,6,0,6,2,16,0,0,0,0,0,0,4,0,2
2463,53.7139154,91.4636922,0,4,2,0,2,0,26,0,0,0,0,0,0,2,0,0
2465,53.7427687,91.4207436,10,0,12,0,71,2,10,0,0,0,0,0,0,12,0,0
2466,53.7186828,91.4734958,17,0,4,2,2,0,12,0,0,0,0,0,0,0,0,2
2472,53.7459376,91.4361778,2,0,2,2,3,0,60,0,0,0,0,0,0,2,0,0
2481,53.7071836,91.5090508,4,0,3,1,18,0,20,0,0,0,0,0,0,2,0,0
2484,53.7057753,91.4006533,3,0,0,1,0,0,26,0,0,1,0,0,0,0,0,0
2493,53.738948,91.4240174,1,0,2,0,6,0,12,0,0,0,0,0,0,0,0,2
2503,53.7063305,91.4011666,0,0,0,1,2,0,28,0,0,1,0,0,0,0,0,0
2504,53.70398909999999,91.40397519999999,0,1,1,0,13,0,18,0,0,0,0,0,0,0,0,0
2507,53.736569,91.455344,2,0,24,0,2,0,32,0,0,0,0,0,0,22,0,2
2519,53.7083974,91.3682764,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0
2534,53.7455197,91.4386257,4,0,6,0,6,0,18,0,0,0,0,0,0,6,0,0
2535,53.7215341,91.4339612,10,0,3,4,12,0,26,0,0,0,0,1,0,0,0,0
2536,53.7277891,91.4351587,0,0,1,0,0,0,30,0,2,0,0,0,2,0,1,0
2547,53.7324835,91.42729279999999,11,2,4,4,9,1,10,1,0,0,0,0,0,0,0,2
2549,53.7189226,91.455386,2,1,4,6,12,0,16,0,0,0,0,0,0,0,2,0
2552,53.7346217,91.4247383,0,0,2,0,14,0,30,0,0,0,0,0,0,0,0,2
2554,53.745062,91.43601799999999,0,3,2,0,4,0,26,0,0,0,0,0,0,2,0,0
2567,53.73994200000001,91.42719699999999,0,1,3,1,18,0,14,0,0,0,0,0,0,0,0,0
2573,53.72532959999999,91.46354529999999,2,0,2,0,14,0,34,0,0,0,0,0,0,0,0,0
2574,53.7297641,91.446967,2,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0
2578,53.7461143,91.4229926,9,0,2,0,3,3,8,0,0,0,0,0,0,0,0,2
2592,53.7452402,91.45553939999999,2,0,2,2,8,2,10,0,0,0,0,0,0,0,0,2
2595,53.74324499999999,91.422924,0,0,0,0,29,0,8,0,0,0,0,0,0,0,0,0
2596,53.7344172,91.4457544,2,0,0,0,2,0,22,0,0,0,0,0,0,0,0,0
2597,53.7150341,91.4395024,4,0,0,3,6,0,6,1,0,0,2,0,0,0,0,0
2603,53.742266,91.41580499999999,1,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0
2611,53.74451699999999,91.415633,0,0,2,0,4,0,14,0,0,0,0,0,0,2,0,0
2617,53.7437062,91.43059009999999,4,0,4,1,13,2,16,0,0,0,1,1,0,0,0,2
2619,53.741298,91.4199129,5,0,3,0,2,0,14,0,0,0,0,0,0,2,0,0
2620,53.7264783,91.435339,2,2,12,0,9,0,24,0,2,0,0,0,2,2,1,4
2623,53.7244823,91.45656059999999,4,0,3,5,10,0,14,0,0,0,0,0,0,2,0,1
2629,53.7336679,91.41593639999999,0,1,2,0,10,0,26,0,0,0,0,0,0,0,0,0
2631,53.7026814,91.496197,0,0,4,0,4,0,34,0,0,0,0,0,0,0,2,2
2633,53.6965805,91.40204980000001,4,0,6,0,0,0,14,0,0,0,0,0,0,0,0,2
2642,53.7302484,91.4284699,0,0,2,0,8,0,14,0,0,0,0,0,0,0,0,2
2644,53.7367668,91.4224326,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,2
2652,53.7229241,91.44580649999999,4,2,6,2,29,0,26,0,2,1,0,0,2,2,3,1
2653,53.7437141,91.45713690000001,0,0,2,0,6,0,18,0,0,0,0,0,0,0,0,2
2692,53.7456702,91.4355348,2,3,2,2,5,0,34,0,0,0,1,0,0,2,0,0
2702,53.717377,91.449596,6,1,3,6,14,0,20,0,0,0,0,0,0,0,0,2
2711,53.7354698,91.4251091,1,0,2,0,0,0,28,0,0,0,0,0,0,0,0,2
2714,53.7319501,91.4253937,5,0,12,0,15,1,16,0,0,0,0,0,0,9,0,2
2715,53.7391184,91.4323076,2,0,3,5,24,0,6,0,1,0,1,0,0,2,0,0
2720,53.7151586,91.4060384,4,0,4,0,12,0,16,0,0,2,0,0,0,4,0,0
