,lat,long,leisure_points_in_0.005,shop_points_in_0.005,amenity_points_in_0.005,crossing_points_in_0.005,natural_points_in_0.005,sport_points_in_0.005,building_points_in_0.005,historic_points_in_0.005,tourism_points_in_0.005,office_points_in_0.005,bus_points_in_0.005,healthcare_points_in_0.005,hotel_points_in_0.005,parking_points_in_0.005,catering_points_in_0.005,study_points_in_0.005
1309,53.7280252,91.41742579999999,27,2,56,12,63,5,197,0,0,0,0,0,0,44,0,3
1322,53.7277503,91.4190034,27,12,57,22,61,5,270,0,0,0,0,0,0,46,0,3
1332,53.7295173,91.41606349999999,24,3,50,11,88,5,165,0,0,0,0,0,0,28,2,3
1336,53.73038649999999,91.4130812,14,3,44,4,43,2,137,0,0,0,0,0,0,24,2,2
1366,53.7432933,91.4372023,22,16,57,15,149,4,557,0,2,4,2,0,0,26,3,16
1368,53.7166475,91.4011866,10,4,12,11,158,9,286,0,0,3,4,0,0,4,1,0
1369,53.7067908,91.4578667,4,0,0,1,31,0,978,0,0,0,0,0,0,0,0,0
1372,53.722243,91.367508,5,0,4,0,13,5,102,0,0,0,0,0,0,0,0,0
1374,53.6929795,91.4330202,3,0,3,4,190,0,912,0,0,0,0,0,0,1,0,0
1375,53.7077627,91.45688,4,0,0,6,31,0,898,0,0,0,0,0,0,0,0,0
1376,53.7181738,91.377167,4,0,1,2,14,0,164,0,0,0,1,1,0,0,0,0
1378,53.7338548,91.4696846,1,0,5,6,43,0,632,0,0,0,0,0,0,2,0,0
1379,53.73516679999999,91.4693863,2,0,3,7,32,2,648,0,0,0,0,0,0,0,0,0
1381,53.7300158,91.4262454,34,5,60,19,119,8,475,1,0,3,1,0,0,49,1,5
1382,53.734952,91.47048199999999,1,0,3,6,44,0,594,0,0,0,0,0,0,0,0,0
1384,53.716083,91.40892579999999,26,9,17,5,240,8,416,0,0,7,4,1,0,12,1,0
1386,53.6973439,91.4306014,3,1,4,12,166,0,1387,0,0,0,0,0,0,1,0,3
1387,53.69293440000001,91.4268091,3,0,1,4,124,0,1078,0,0,0,0,0,0,1,0,0
1392,53.69389049999999,91.4335337,3,0,2,4,183,0,1098,0,0,0,0,0,0,0,0,0
1393,53.7006318,91.42444789999999,8,0,3,2,48,3,1432,0,1,0,1,0,0,0,0,1
1394,53.7069599,91.4551769,4,0,0,5,41,0,884,0,0,0,0,0,0,0,0,0
1398,53.7166139,91.43712599999999,62,5,39,19,169,13,313,4,4,2,4,1,0,11,8,11
1400,53.7441124,91.438209,20,15,41,12,133,4,618,0,2,3,2,0,0,20,1,10
1401,53.69759639999999,91.50000159999999,1,0,6,1,37,1,446,0,0,0,0,0,0,4,0,0
1403,53.69965269999999,91.4973454,1,0,8,4,47,1,154,0,0,0,0,0,0,4,2,2
1404,53.7437243,91.4396573,16,16,33,9,108,2,692,0,0,2,1,0,0,18,1,6
1406,53.6993665,91.4976473,1,0,8,3,41,1,190,0,0,0,0,0,0,4,2,2
1408,53.6988999,91.4979034,1,0,8,3,39,1,226,0,0,0,0,0,0,4,2,2
1411,53.7448895,91.43702499999999,22,14,46,11,114,4,499,0,2,3,2,0,0,22,1,13
1413,53.7183749,91.4767847,41,5,29,8,46,0,434,1,2,2,0,1,0,17,0,2
1415,53.6998439,91.4968562,1,0,8,4,52,1,140,0,0,0,0,0,0,4,2,2
1416,53.7239789,91.4233539,38,15,67,33,60,10,373,0,0,2,0,0,0,56,0,5
1417,53.6991672,91.496816,1,0,8,4,43,1,162,0,0,0,0,0,0,4,2,2
1418,53.6997849,91.4029363,39,16,53,17,119,11,289,2,0,1,1,0,0,25,1,16
1419,53.7310248,91.4390933,42,18,71,33,103,5,393,0,8,6,4,1,3,38,3,12
1421,53.69887629999999,91.4043279,49,15,54,18,113,12,294,2,0,0,0,0,0,27,1,14
1423,53.7075162,91.3636634,0,0,1,0,87,0,26,0,0,0,0,0,0,0,1,0
1427,53.7048181,91.40501429999999,13,15,22,8,106,4,317,0,0,1,1,0,0,12,0,2
1438,53.7259513,91.4558491,29,4,45,28,179,11,552,1,0,3,2,3,0,18,0,10
1442,53.7141771,91.4072071,26,8,15,10,227,10,324,0,0,7,5,1,0,10,1,0
1444,53.7032717,91.4019265,23,18,46,15,148,7,276,1,0,2,1,1,0,26,1,10
1448,53.7173202,91.4188557,42,6,24,23,181,4,339,0,0,1,1,0,0,2,1,7
1451,53.7208172,91.4583038,19,16,55,47,190,1,430,1,0,9,4,3,0,14,4,12
1452,53.71751159999999,91.4509384,32,18,38,15,203,4,572,1,5,9,0,0,4,4,3,15
1457,53.6930649,91.42870479999999,5,0,3,2,184,0,990,0,0,0,0,0,0,1,0,0
1458,53.7185716,91.4548173,26,19,57,21,147,3,486,1,5,5,1,0,4,20,4,13
1464,53.7172614,91.478828,15,5,22,6,47,0,606,1,2,2,0,1,0,15,0,0
1465,53.71625,91.42940139999999,42,15,36,33,72,17,316,2,1,2,4,0,0,12,1,7
1469,53.6972602,91.4042802,46,11,49,20,99,10,290,2,0,0,0,0,0,27,1,12
1480,53.6928873,91.4276707,3,0,1,2,139,0,1050,0,0,0,0,0,0,1,0,0
1485,53.7169478,91.4200079,40,7,33,19,180,4,295,0,0,1,2,1,0,8,1,7
1488,53.7172156,91.4407713,56,7,45,19,220,9,339,3,5,2,6,0,2,12,4,11
1492,53.7438973,91.43172849999999,29,13,44,25,219,11,270,1,3,3,6,2,0,16,1,11
1495,53.717721,91.42715869999999,50,16,46,38,122,13,327,0,0,4,4,1,0,20,1,13
1496,53.7377246,91.4181115,36,1,35,26,95,15,212,0,2,0,0,0,2,20,4,4
1497,53.7120048,91.4620825,11,13,9,9,41,7,690,0,0,0,0,0,0,2,0,6
1499,53.7296491,91.4285724,38,6,65,24,89,6,400,1,0,4,1,0,0,51,1,5
1500,53.7021065,91.4001352,32,13,55,9,156,8,258,2,0,2,0,1,0,34,1,13
1501,53.71237989999999,91.4632728,11,13,9,9,51,7,634,0,0,0,0,0,0,2,0,6
1502,53.72974499999999,91.429419,37,6,68,25,84,5,365,1,0,4,1,1,0,49,1,7
1504,53.7305767,91.4297252,31,5,74,24,138,5,330,1,0,3,1,1,0,51,1,9
1516,53.71524580000001,91.42119300000002,31,5,18,19,163,4,426,0,0,1,2,1,0,6,1,4
1519,53.7441586,91.43730959999999,20,14,49,14,134,4,554,0,2,3,2,0,0,24,1,14
1520,53.69821049999999,91.39850249999999,31,5,56,5,102,4,217,2,0,0,0,0,0,35,1,14
1524,53.7440544,91.43135910000001,28,11,41,25,210,12,244,1,3,2,6,2,0,16,1,11
1529,53.7147514,91.4277352,26,11,29,28,91,4,534,0,0,1,3,0,0,14,0,8
1540,53.7191292,91.45423790000001,39,19,59,28,155,5,426,1,5,5,0,1,4,22,4,11
1543,53.7027224,91.40561489999999,22,19,34,15,126,7,347,1,0,0,1,0,0,18,0,6
1546,53.69613099999999,91.40469200000001,39,11,42,20,79,10,334,2,0,0,0,0,0,23,0,10
1548,53.70207629999999,91.40617879999999,22,21,27,15,102,5,336,1,0,0,1,0,0,14,0,6
1551,53.7341638,91.4408488,27,15,42,28,147,5,369,0,4,12,6,0,1,16,1,10
1555,53.7261002,91.4516414,46,1,53,19,136,21,462,1,2,4,0,3,2,26,1,4
1558,53.70122629999999,91.3968939,24,1,51,5,98,4,232,0,0,1,1,1,0,35,1,13
1565,53.7160953,91.41902019999999,36,5,23,18,173,2,335,0,0,1,1,0,0,0,1,7
1566,53.7070478,91.4576992,4,0,0,1,32,0,964,0,0,0,0,0,0,0,0,0
1567,53.7253591,91.44606780000001,76,10,59,50,243,19,396,2,5,8,3,2,4,21,9,9
1569,53.7216877,91.4651106,20,9,29,25,143,2,622,0,2,7,3,5,2,0,1,12
1570,53.7208096,91.41069329999999,11,9,6,14,103,0,533,0,0,2,0,1,0,2,0,2
1576,53.7462939,91.42587069999999,31,6,15,11,265,15,142,0,3,0,5,1,0,4,0,7
1577,53.7273968,91.46234299999999,10,1,17,23,139,3,590,0,0,3,7,2,0,4,1,4
1586,53.6988609,91.3978788,28,3,57,6,104,4,196,2,0,1,0,0,0,37,1,13
1587,53.7242057,91.4366979,100,12,72,27,297,12,430,1,4,2,0,2,2,28,13,14
1588,53.71975080000001,91.43427559999999,82,6,41,32,228,15,320,9,2,3,3,2,0,10,8,10
1589,53.7195701,91.4657811,14,9,20,13,115,2,592,0,0,4,0,5,0,0,0,9
1591,53.7187487,91.47503019999999,50,6,33,9,49,3,356,1,2,2,0,1,0,19,0,6
1594,53.7025765,91.40341869999999,23,19,39,17,130,7,301,1,0,2,1,0,0,18,1,10
1599,53.72522859999999,91.4447036,86,13,58,48,275,17,392,2,5,6,4,2,4,19,9,9
1603,53.716313,91.4097298,28,10,15,5,244,5,441,0,0,7,2,1,0,10,1,0
1606,53.71534519999999,91.40789219999999,27,9,17,10,244,10,392,0,0,7,5,1,0,12,1,0
1608,53.72157199999999,91.4589563,17,15,60,47,217,1,454,1,0,9,6,3,0,16,4,12
1610,53.71559080000001,91.4313576,42,4,28,21,81,11,314,2,1,1,3,1,0,8,1,8
1613,53.7300609,91.4419844,61,17,59,35,114,11,565,2,4,6,4,1,0,32,2,12
1614,53.7444897,91.4295106,33,8,34,9,244,15,206,1,2,0,5,2,0,10,0,13
1615,53.6988298,91.40505970000001,43,17,52,20,101,10,294,2,0,0,0,0,0,27,1,12
1616,53.729412,91.43257899999999,26,8,67,26,64,3,367,0,4,3,1,2,2,34,6,7
1619,53.7261271,91.44252619999999,93,16,70,48,277,17,431,2,4,6,4,2,2,36,7,10
1622,53.73178,91.42802239999999,29,5,54,21,195,6,388,1,1,3,2,1,0,31,2,11
1623,53.714866,91.417232,34,3,20,17,115,2,437,0,0,0,1,0,0,0,0,5
1626,53.7276769,91.42463699999999,22,12,59,33,55,5,460,0,0,3,0,0,0,47,1,5
1628,53.71804330000001,91.4740806,58,6,33,11,50,5,377,2,2,2,1,1,0,19,0,6
1629,53.7240252,91.4263466,42,21,69,42,55,11,390,0,0,4,1,0,0,54,0,7
1632,53.7260558,91.45547069999999,34,3,53,21,173,16,562,1,0,3,2,3,0,26,0,10
1633,53.71464539999999,91.414638,29,2,22,19,143,0,476,0,0,0,1,0,0,6,0,2
1635,53.7428603,91.4241352,48,8,42,30,389,16,183,1,4,0,5,0,0,22,3,8
1636,53.7450919,91.4336142,21,17,49,15,141,7,301,0,2,2,3,2,0,22,1,11
1637,53.7184936,91.4612406,8,11,38,23,163,2,578,0,0,6,3,3,0,12,1,4
1638,53.7142917,91.46549019999999,7,15,13,4,78,2,614,0,0,0,0,0,0,2,0,8
1639,53.7222532,91.4586866,17,10,64,52,220,1,452,1,0,9,6,5,0,18,2,12
1644,53.70419,91.40309409999999,20,15,30,9,131,7,294,1,0,2,1,0,0,16,0,6
1648,53.70093499999999,91.39887929999999,33,12,61,8,128,8,246,2,0,1,0,1,0,37,1,15
1653,53.73860879999999,91.4207677,49,0,43,24,190,19,184,0,2,0,1,0,2,26,4,8
1662,53.739707,91.4237923,42,3,48,28,269,16,199,1,0,0,3,1,0,25,3,8
1668,53.71445019999999,91.4662274,10,15,13,4,72,2,608,0,0,0,0,0,0,2,0,8
1670,53.7274042,91.42919859999999,31,6,54,25,62,3,443,0,0,4,3,0,0,40,1,7
1672,53.7296515,91.44254939999999,64,15,53,37,144,12,577,2,4,5,4,1,0,30,0,12
1676,53.69678829999999,91.40576949999999,40,12,42,20,81,9,306,0,0,0,0,0,0,23,0,10
1677,53.71848439999999,91.4535078,33,18,54,23,148,5,468,1,5,5,0,0,4,18,4,13
1681,53.738322,91.42102500000001,48,0,43,24,154,19,192,0,0,0,1,0,0,26,4,8
1682,53.73029349999999,91.4405505,57,20,68,34,106,9,461,0,4,6,4,1,0,38,3,12
1694,53.7300161,91.42508579999999,40,6,56,20,116,9,422,1,0,3,1,0,0,45,1,5
1700,53.7277274,91.4314789,34,7,73,28,90,5,426,0,3,2,3,1,2,42,4,13
1702,53.7341059,91.4398209,29,16,50,29,159,5,318,0,7,7,6,0,1,23,1,10
1713,53.7268936,91.4255613,17,13,59,27,53,2,474,0,0,3,0,0,0,49,1,5
1723,53.71418329999999,91.40641169999999,24,9,14,12,227,12,314,0,0,8,6,0,0,10,1,0
1728,53.72119439999999,91.42690669999999,45,20,67,44,90,13,357,1,0,4,2,1,0,42,0,13
1747,53.6976809,91.3982097,29,3,53,2,87,4,208,2,0,0,0,0,0,33,1,14
1750,53.7159355,91.4273458,34,16,43,32,104,11,439,0,0,3,4,1,0,18,0,11
1752,53.74623099999999,91.4240303,31,6,24,15,344,16,133,0,4,0,6,0,0,16,0,4
1753,53.71863279999999,91.4237582,58,22,54,40,183,15,279,0,0,4,2,1,0,32,1,13
1755,53.7182036,91.4502072,43,18,44,13,190,4,517,1,9,9,0,0,8,10,2,15
1756,53.72519879999999,91.4435482,86,14,55,55,300,17,379,3,6,5,4,2,4,19,10,9
1759,53.7183994,91.459983,8,13,39,29,170,2,552,0,0,5,3,2,0,12,3,4
1762,53.7139819,91.4658496,11,15,11,4,69,6,614,0,0,0,0,0,0,2,0,6
1765,53.7435341,91.4385626,18,16,42,12,136,2,646,0,2,3,2,0,0,18,2,12
1768,53.738493,91.417959,46,1,37,27,90,17,202,0,2,0,0,0,2,22,4,4
1771,53.7257691,91.448262,60,5,51,30,174,28,452,2,2,6,0,3,2,24,5,5
1779,53.7326012,91.441183,40,19,56,33,121,10,456,0,4,10,6,0,1,30,1,8
1784,53.7462714,91.4198454,37,5,31,10,286,9,94,0,4,0,3,0,0,24,0,2
1786,53.7179888,91.4478877,54,15,44,26,254,9,469,1,6,9,2,0,6,4,4,16
1787,53.74416739999999,91.42874789999999,32,8,39,15,256,13,212,1,2,0,6,2,0,10,0,15
1794,53.6998105,91.39360169999999,7,0,35,2,58,0,152,0,0,0,0,1,0,23,0,11
1804,53.7184797,91.4127594,24,10,21,17,177,0,546,0,0,2,0,1,0,6,0,3
1806,53.7436168,91.4369771,22,16,55,15,140,4,549,0,2,4,2,0,0,26,1,16
1810,53.71811719999999,91.4573436,9,15,44,19,134,1,548,0,3,2,3,0,2,12,3,12
1813,53.7001645,91.39781889999999,33,5,56,6,111,8,226,2,0,1,0,1,0,37,1,13
1815,53.723844,91.436177,98,11,72,32,313,10,391,6,4,2,1,2,2,24,13,16
1816,53.7290416,91.44237679999999,71,16,57,37,165,12,529,2,4,6,3,1,0,30,4,12
1820,53.7286315,91.44280169999999,75,16,55,35,181,12,536,2,3,5,3,2,0,30,3,10
1824,53.725175,91.4421861,92,17,61,53,335,17,411,3,4,5,4,2,2,27,9,11
1828,53.7190526,91.4359726,83,7,48,25,242,15,304,9,4,3,3,2,0,10,10,14
1836,53.71666339999999,91.4349919,66,4,37,25,151,13,290,3,4,3,4,1,0,10,6,11
1838,53.72458169999999,91.4454198,83,9,69,52,289,20,362,3,5,7,4,2,4,23,9,12
1841,53.7161635,91.4224234,43,13,31,28,174,6,350,0,0,1,2,1,0,18,1,8
1844,53.7214676,91.4675225,37,6,21,8,75,6,584,0,2,1,2,5,2,4,0,7
1856,53.700128,91.404067,41,19,47,19,109,10,307,2,0,0,1,0,0,21,1,14
1859,53.730933,91.4416988,54,18,59,36,101,10,525,1,4,6,5,1,0,34,2,10
1866,53.7270346,91.4416971,98,19,64,40,248,18,434,2,6,7,4,2,2,34,5,10
1876,53.71625359999999,91.43131450000001,50,3,29,24,93,13,306,5,1,2,3,1,0,8,2,7
1877,53.7161015,91.4365753,50,5,31,23,158,11,317,4,4,2,4,1,0,11,1,11
1882,53.7203326,91.43522399999999,92,8,52,24,287,17,322,9,3,3,1,2,0,12,9,16
1884,53.73753,91.4215363,41,0,42,21,115,19,212,0,0,0,1,0,0,22,4,8
1887,53.73804,91.419366,47,0,39,29,98,17,196,0,2,0,0,0,2,24,4,6
1893,53.717147,91.44647909999999,46,9,40,16,260,9,486,0,4,6,4,0,4,7,2,14
1895,53.7230818,91.4249657,40,27,82,45,75,13,355,0,0,5,0,1,0,62,0,9
1907,53.735133,91.4181444,40,2,38,18,164,18,196,0,0,0,0,0,0,28,1,5
1908,53.7450495,91.42697849999999,34,6,23,14,248,15,168,1,2,0,6,2,0,4,0,9
1911,53.7412998,91.4234927,48,7,45,30,307,17,197,1,3,0,5,0,0,24,3,8
1912,53.7426673,91.4380797,18,17,51,14,140,2,605,0,2,4,2,0,0,22,3,12
1913,53.722822,91.44406699999999,85,13,71,56,369,15,392,1,6,6,2,2,4,14,12,15
1919,53.7158495,91.42030690000001,38,6,31,16,174,4,347,0,0,1,2,1,0,6,1,7
1920,53.7009699,91.4017496,41,16,55,16,140,10,276,2,0,1,1,0,0,29,1,14
1932,53.74070769999999,91.42140719999999,39,5,45,33,256,17,170,0,4,0,5,0,0,26,4,8
1947,53.731454,91.441847,55,20,56,36,110,9,530,1,4,9,5,0,1,30,2,10
1951,53.7407106,91.4241534,49,4,46,28,309,19,193,1,1,0,4,0,0,24,3,10
1952,53.7176999,91.44457829999999,49,10,55,30,275,7,391,3,6,6,4,0,6,10,5,15
1954,53.746109,91.433154,17,13,38,12,109,6,277,0,2,1,3,2,0,14,1,11
1957,53.7304794,91.4363149,33,16,89,21,89,4,328,0,7,3,2,3,2,43,5,13
1959,53.7460748,91.430044,28,7,23,7,148,11,190,1,2,0,3,2,0,6,0,11
1964,53.724815,91.43627599999999,93,11,80,31,280,12,430,0,4,2,1,3,2,32,13,16
1965,53.728632,91.439819,77,21,79,38,170,10,416,0,6,5,4,2,2,42,3,14
1968,53.7192883,91.4615629,12,9,41,29,162,2,558,0,0,7,4,3,0,12,2,6
1972,53.719579,91.426689,52,19,57,47,158,13,339,0,0,4,3,1,0,32,1,13
1984,53.725381,91.4376149,102,15,89,21,268,12,436,0,4,5,1,2,2,36,14,18
1990,53.7192144,91.4600445,11,12,43,32,189,3,518,0,0,7,4,3,0,12,3,7
1999,53.72858,91.44341209999999,77,16,54,39,168,14,564,2,3,5,2,2,0,30,4,8
2001,53.7195118,91.4617408,10,10,42,31,170,0,550,0,0,7,4,3,0,12,2,7
2002,53.7294231,91.44773230000001,59,1,26,16,95,27,678,2,0,3,0,2,0,10,2,5
2011,53.6982115,91.4017133,42,12,55,15,110,7,261,2,0,0,0,0,0,31,1,14
2025,53.7237152,91.4437367,88,14,73,63,349,15,374,2,6,6,4,2,4,21,12,13
2035,53.7189164,91.4498148,50,17,54,23,194,4,459,1,9,9,0,0,8,18,3,15
2041,53.7180188,91.4484792,54,16,40,26,254,9,471,1,9,9,2,0,8,4,3,15
2042,53.7245658,91.44355949999999,96,16,61,60,331,18,348,3,6,5,4,2,4,23,10,9
2046,53.7193104,91.46098630000002,12,10,40,29,175,2,546,0,0,7,4,3,0,12,2,5
2047,53.72272839999999,91.42243710000001,36,21,62,38,107,11,341,0,0,2,0,1,0,46,1,6
2050,53.71656189999999,91.41921789999999,40,5,23,18,176,4,319,0,0,1,1,0,0,0,1,7
2054,53.74510429999999,91.4261148,36,6,23,14,308,17,150,1,3,0,6,1,0,6,0,9
2070,53.7169939,91.4501877,36,17,31,11,242,4,616,1,7,9,0,0,6,0,1,15
2091,53.74612699999999,91.427526,31,5,17,9,179,13,166,1,0,0,4,2,0,4,0,7
2093,53.7299715,91.44771449999999,57,1,20,16,86,27,694,2,0,3,0,1,0,12,1,1
2098,53.735896,91.419223,39,2,37,28,150,18,230,0,0,0,0,0,0,22,4,6
2106,53.7439074,91.42697079999999,40,6,26,14,281,20,190,1,1,0,6,2,0,4,0,11
2117,53.698249,91.4040113,45,11,51,16,116,12,278,2,0,0,0,0,0,27,1,14
2123,53.730006,91.432546,22,9,67,22,69,3,335,0,4,3,1,2,2,34,5,9
2127,53.7374434,91.4173282,30,1,28,24,117,15,198,0,2,0,0,0,2,14,4,4
2130,53.744003,91.4260573,36,7,29,16,331,17,176,1,3,0,6,1,0,10,0,9
2159,53.7444632,91.42478,44,10,38,16,383,17,171,1,4,0,6,1,0,22,0,6
2172,53.7244198,91.43501429999999,80,7,67,36,271,10,361,7,3,2,2,2,2,26,12,12
2177,53.7165838,91.4681945,36,10,16,3,63,5,557,0,0,0,0,0,0,2,0,11
2191,53.7311291,91.4289577,29,5,61,18,163,6,344,1,0,3,2,1,0,41,1,11
2192,53.72823709999999,91.4409211,86,20,76,42,191,11,453,1,3,6,3,2,0,40,6,12
2198,53.7144689,91.42893839999999,27,11,25,24,82,4,502,1,0,1,3,0,0,10,1,6
2200,53.7237181,91.4426443,94,15,65,55,391,15,372,1,6,5,4,2,4,17,13,14
2210,53.7464533,91.4297832,26,6,23,7,148,10,182,0,2,0,3,2,0,6,0,11
2221,53.700261,91.395325,13,1,45,2,76,0,197,0,0,0,1,1,0,31,0,13
2234,53.7369818,91.4495464,8,11,26,12,32,1,663,0,0,5,2,2,0,10,4,3
2236,53.6986281,91.4005681,43,10,62,14,113,8,241,2,0,1,0,0,0,37,1,15
2241,53.6985092,91.38984789999999,2,0,6,0,4,1,64,0,0,0,0,0,0,4,0,2
2243,53.70087119999999,91.4043497,40,19,44,19,113,11,309,1,0,1,1,0,0,21,1,12
2254,53.71929189999999,91.4236316,58,23,54,40,185,15,295,0,0,4,2,1,0,32,1,13
2255,53.7305022,91.4422883,57,14,55,33,99,11,577,2,4,7,5,0,0,32,1,12
2268,53.7286701,91.43249949999999,30,9,74,24,65,5,384,0,2,2,2,2,2,40,5,9
2279,53.7199007,91.4359152,90,8,52,25,289,17,310,9,3,3,2,2,0,12,10,14
2282,53.7142567,91.4116621,25,9,21,13,234,3,442,0,0,4,2,1,0,6,0,0
2328,53.72806869999999,91.4331821,36,9,79,29,85,5,362,0,3,3,1,3,2,40,6,11
2334,53.69694459999999,91.4032865,41,8,42,16,99,8,278,2,0,0,0,0,0,23,1,12
2359,53.7205664,91.4372539,105,7,55,28,335,17,345,5,3,3,2,1,0,14,11,17
2367,53.7155879,91.4351787,54,3,31,21,132,13,322,3,4,2,4,1,0,10,2,11
2370,53.73215399999999,91.427273,30,5,41,21,214,8,392,1,1,2,2,1,0,20,2,11
2372,53.7218025,91.4609074,17,8,48,52,201,1,488,0,0,8,8,4,0,14,2,8
2389,53.71763559999999,91.44431089999999,47,9,51,33,274,7,369,3,4,4,5,0,4,10,3,15
2407,53.7173654,91.4282362,42,16,49,37,85,11,319,2,0,2,4,1,0,20,0,13
2408,53.743202,91.415837,26,7,32,15,133,2,114,0,2,0,3,0,2,22,2,2
2413,53.7162644,91.421042,37,6,25,25,174,4,320,0,0,1,2,1,0,12,1,6
2419,53.7248448,91.44056139999999,97,15,74,43,315,18,397,1,4,5,4,1,2,32,9,14
2420,53.7222143,91.4266541,42,24,82,53,71,11,363,0,0,4,2,1,0,58,0,13
2421,53.7461215,91.4174764,29,5,29,10,226,7,88,0,3,0,3,0,0,22,0,0
2429,53.7194465,91.4637107,13,9,31,16,139,1,586,0,0,7,4,5,0,2,1,9
2441,53.71780889999999,91.44099179999999,60,7,54,22,262,11,337,3,8,2,6,0,4,12,5,15
2443,53.7180356,91.4217459,43,17,38,36,173,10,307,0,0,1,2,1,0,22,1,11
2445,53.7448888,91.4377177,20,14,39,11,111,4,542,0,2,3,2,0,0,20,1,8
2447,53.7173172,91.4633175,10,16,27,16,126,3,616,0,0,5,3,3,0,4,0,11
2455,53.7220275,91.4334516,79,8,54,31,232,14,337,8,2,2,3,2,0,16,8,14
2456,53.73553,91.43614400000001,26,9,53,14,277,4,204,0,9,4,5,0,5,16,3,18
2457,53.716867,91.42739449999999,44,17,46,35,110,13,369,0,0,3,4,1,0,18,0,13
2463,53.7139154,91.4636922,9,15,13,9,82,3,624,0,0,0,0,0,0,2,0,8
2465,53.7427687,91.4207436,51,5,49,28,316,19,164,0,4,0,5,0,0,32,4,8
2466,53.7186828,91.4734958,59,3,29,7,38,6,343,1,2,2,0,0,0,17,0,6
2472,53.7459376,91.4361778,19,15,44,11,100,5,399,0,2,2,2,0,0,22,1,11
2481,53.7071836,91.5090508,21,0,9,5,90,6,208,0,0,0,0,0,0,2,0,4
2484,53.7057753,91.4006533,11,9,28,6,130,4,270,0,0,2,1,1,0,14,0,6
2493,53.738948,91.4240174,30,4,47,34,254,14,219,0,1,0,4,1,0,23,4,8
2503,53.7063305,91.4011666,13,11,26,6,129,6,254,0,0,3,1,1,0,14,0,4
2504,53.70398909999999,91.40397519999999,20,18,30,10,128,7,311,1,0,2,1,0,0,16,0,6
2507,53.736569,91.455344,10,5,37,19,42,0,744,0,0,0,5,0,0,32,0,3
2519,53.7083974,91.3682764,0,0,0,0,110,0,82,0,0,0,0,0,0,0,0,0
2534,53.7455197,91.4386257,18,14,35,8,96,4,606,0,0,2,2,0,0,18,1,6
2535,53.7215341,91.4339612,84,7,43,23,258,15,329,9,2,2,3,1,0,10,7,12
2536,53.7277891,91.4351587,49,11,94,29,161,6,388,0,5,5,0,3,2,49,5,15
2547,53.7324835,91.42729279999999,28,6,43,21,228,8,380,1,1,2,2,1,0,22,2,11
2549,53.7189226,91.455386,27,19,64,29,157,3,464,1,5,5,2,0,4,22,4,15
2552,53.7346217,91.4247383,46,7,43,21,229,20,268,1,1,2,2,1,0,22,1,13
2554,53.745062,91.43601799999999,22,16,49,14,116,5,421,0,2,3,2,1,0,26,1,11
2567,53.73994200000001,91.42719699999999,33,10,43,47,303,9,176,1,2,0,7,3,0,15,1,13
2573,53.72532959999999,91.46354529999999,11,3,22,28,151,0,654,0,2,6,6,5,2,4,1,4
2574,53.7297641,91.446967,64,1,28,15,106,22,670,2,0,3,0,2,0,16,2,3
2578,53.7461143,91.4229926,43,5,30,15,341,15,128,0,4,0,5,0,0,24,0,4
2592,53.7452402,91.45553939999999,2,0,2,5,88,2,468,0,0,0,3,0,0,0,0,2
2595,53.74324499999999,91.422924,51,6,46,30,369,18,175,0,4,0,6,0,0,26,3,8
2596,53.7344172,91.4457544,23,11,34,16,58,4,539,0,0,7,2,2,0,14,4,3
2597,53.7150341,91.4395024,23,2,27,12,197,2,407,2,3,2,6,1,0,6,1,12
2603,53.742266,91.41580499999999,25,6,31,15,115,4,114,0,2,0,3,0,2,22,2,2
2611,53.74451699999999,91.415633,22,7,29,15,120,0,92,1,2,0,3,0,2,22,1,0
2617,53.7437062,91.43059009999999,30,13,41,27,235,12,232,1,3,0,5,3,0,16,1,11
2619,53.741298,91.4199129,41,5,51,28,245,15,168,0,6,0,3,0,2,34,4,8
2620,53.7264783,91.435339,66,11,87,36,228,8,414,0,3,5,1,3,2,43,5,17
2623,53.7244823,91.45656059999999,19,6,61,38,201,1,528,1,0,5,3,3,0,26,0,10
2629,53.7336679,91.41593639999999,31,3,49,17,154,10,187,0,0,0,0,0,0,28,2,5
2631,53.7026814,91.496197,1,0,6,4,55,1,144,0,0,0,0,0,0,2,2,2
2633,53.6965805,91.40204980000001,38,8,36,14,76,8,250,2,0,0,0,0,0,17,1,12
2642,53.7302484,91.4284699,33,6,64,21,130,6,395,1,0,4,1,0,0,49,1,5
2644,53.7367668,91.4224326,42,1,42,23,115,22,220,0,1,0,1,1,0,21,3,10
2652,53.7229241,91.44580649999999,83,11,82,50,358,18,382,1,5,6,2,2,4,22,10,17
2653,53.7437141,91.45713690000001,2,0,4,6,132,2,457,0,0,0,4,0,0,0,0,2
2692,53.7456702,91.4355348,22,16,45,11,113,7,319,0,2,3,2,1,0,22,1,11
2702,53.717377,91.449596,37,16,37,11,221,4,573,1,7,9,0,0,6,4,1,15
2711,53.7354698,91.4251091,45,6,48,24,231,16,230,1,1,0,1,1,0,22,1,13
2714,53.7319501,91.4253937,34,5,34,15,162,7,421,1,1,3,2,0,0,21,1,7
2715,53.7391184,91.4323076,36,8,57,26,357,5,210,1,8,2,4,2,4,18,3,17
2720,53.7151586,91.4060384,23,9,21,14,227,10,342,0,0,7,6,1,0,12,1,0
